step,m,time
1,15,2106
1,15,1393
1,15,3596
1,15,4556
1,15,1048
1,15,2821
1,15,2743
1,15,1766
1,15,6449
1,15,4453
1,15,2837
1,15,3591
1,15,3186
1,15,4028
1,15,5597
1,15,934
1,15,3178
1,15,2472
1,15,3007
1,15,1391
1,15,1550
1,15,3638
1,15,6348
1,15,2431
1,15,2033
1,15,2562
1,15,6021
1,15,3516
1,15,2530
1,15,2339
1,15,3010
1,15,3650
1,15,6258
1,15,2024
1,15,4164
1,15,7209
1,15,4086
1,15,3385
1,15,2536
1,15,3240
1,15,2570
1,15,6510
1,15,3797
1,15,2982
1,15,5109
1,15,3701
1,15,3410
1,15,4797
1,15,4241
1,15,1663
1,15,3023
1,15,3117
1,15,2661
1,15,3207
1,15,5543
1,15,6563
1,15,6669
1,15,4533
1,15,2991
1,15,7391
1,15,2923
1,15,7176
1,15,2777
1,15,3664
1,15,4674
1,15,3317
1,15,3851
1,15,2551
1,15,3312
1,15,122
1,15,5822
1,15,5976
1,15,3888
1,15,1995
1,15,1966
1,15,1045
1,15,2478
1,15,5736
1,15,2619
1,15,6834
1,15,3745
1,15,3105
1,15,3016
1,15,2362
1,15,3015
1,15,89
1,15,3081
1,15,3454
1,15,155
1,15,5698
1,15,3280
1,15,3004
1,15,2984
1,15,1769
1,15,1745
1,15,2278
1,15,5637
1,15,2344
1,15,3121
1,15,3314
1,20,9702
1,20,7287
1,20,3198
1,20,2830
1,20,3493
1,20,5075
1,20,6163
1,20,5957
1,20,4483
1,20,3916
1,20,3951
1,20,3040
1,20,4345
1,20,1044
1,20,4699
1,20,2298
1,20,2934
1,20,2985
1,20,7366
1,20,5639
1,20,6088
1,20,4429
1,20,7171
1,20,9610
1,20,5271
1,20,5539
1,20,6814
1,20,2936
1,20,2787
1,20,6423
1,20,4835
1,20,3917
1,20,3279
1,20,4848
1,20,6412
1,20,6334
1,20,2460
1,20,4807
1,20,3281
1,20,7118
1,20,5609
1,20,5161
1,20,4517
1,20,4424
1,20,891
1,20,3729
1,20,2378
1,20,5080
1,20,4272
1,20,6122
1,20,5467
1,20,2367
1,20,2938
1,20,7259
1,20,1017
1,20,941
1,20,5070
1,20,2316
1,20,2901
1,20,2873
1,20,2766
1,20,4538
1,20,2001
1,20,4141
1,20,6219
1,20,7973
1,20,1270
1,20,3352
1,20,2993
1,20,2249
1,20,9641
1,20,7174
1,20,3297
1,20,5503
1,20,4814
1,20,2355
1,20,5257
1,20,5679
1,20,2837
1,20,2174
1,20,3697
1,20,3038
1,20,4716
1,20,3246
1,20,3926
1,20,5601
1,20,6050
1,20,5865
1,20,5734
1,20,5814
1,20,3744
1,20,7564
1,20,2118
1,20,2699
1,20,2074
1,20,7212
1,20,1309
1,20,6190
1,20,6094
1,20,3005
1,25,5772
1,25,4350
1,25,4869
1,25,4471
1,25,2341
1,25,937
1,25,4664
1,25,4992
1,25,2167
1,25,6688
1,25,6085
1,25,3642
1,25,4244
1,25,5329
1,25,7491
1,25,7085
1,25,6069
1,25,6169
1,25,5878
1,25,5144
1,25,3428
1,25,1872
1,25,7749
1,25,8834
1,25,8464
1,25,9312
1,25,10748
1,25,2345
1,25,8872
1,25,8483
1,25,6806
1,25,5387
1,25,4407
1,25,5247
1,25,7544
1,25,7517
1,25,6976
1,25,3970
1,25,3961
1,25,6329
1,25,3168
1,25,3961
1,25,8414
1,25,3712
1,25,5180
1,25,5464
1,25,10879
1,25,4372
1,25,6839
1,25,2757
1,25,10417
1,25,8448
1,25,5652
1,25,2018
1,25,10337
1,25,5160
1,25,6679
1,25,7805
1,25,7221
1,25,3641
1,25,4354
1,25,7686
1,25,6062
1,25,9570
1,25,6090
1,25,6381
1,25,4338
1,25,3496
1,25,2208
1,25,5434
1,25,2813
1,25,4191
1,25,6742
1,25,6132
1,25,10480
1,25,3175
1,25,6038
1,25,3903
1,25,6917
1,25,4601
1,25,3680
1,25,6920
1,25,9338
1,25,8282
1,25,5188
1,25,5171
1,25,1865
1,25,4651
1,25,3902
1,25,4549
1,25,4771
1,25,5423
1,25,9235
1,25,2392
1,25,4730
1,25,7563
1,25,6171
1,25,9200
1,25,7075
1,25,9539
1,30,5954
1,30,6021
1,30,4191
1,30,5049
1,30,13321
1,30,8242
1,30,7245
1,30,8297
1,30,11149
1,30,11052
1,30,12334
1,30,11761
1,30,8923
1,30,17692
1,30,7827
1,30,7718
1,30,9873
1,30,5672
1,30,7268
1,30,7240
1,30,6358
1,30,6808
1,30,6045
1,30,5762
1,30,7647
1,30,6416
1,30,10596
1,30,7147
1,30,8818
1,30,6106
1,30,9831
1,30,8409
1,30,9642
1,30,11534
1,30,9355
1,30,8523
1,30,7208
1,30,4808
1,30,6726
1,30,7024
1,30,6986
1,30,8745
1,30,8273
1,30,5358
1,30,6464
1,30,5641
1,30,3764
1,30,3399
1,30,3866
1,30,6565
1,30,9799
1,30,7401
1,30,10312
1,30,10485
1,30,8193
1,30,9787
1,30,8090
1,30,5400
1,30,9172
1,30,10126
1,30,7430
1,30,11826
1,30,5313
1,30,4820
1,30,5694
1,30,8729
1,30,14461
1,30,8480
1,30,7885
1,30,4263
1,30,8019
1,30,7757
1,30,13574
1,30,7212
1,30,4440
1,30,8463
1,30,4063
1,30,8592
1,30,6333
1,30,8490
1,30,6957
1,30,6773
1,30,3988
1,30,4736
1,30,3517
1,30,3456
1,30,3998
1,30,4733
1,30,5827
1,30,2623
1,30,10316
1,30,4950
1,30,3603
1,30,5885
1,30,6342
1,30,14753
1,30,7434
1,30,6457
1,30,8880
1,30,6320
2,15,99
2,15,85
2,15,97
2,15,97
2,15,84
2,15,88
2,15,91
2,15,92
2,15,98
2,15,94
2,15,106
2,15,103
2,15,96
2,15,89
2,15,97
2,15,100
2,15,92
2,15,104
2,15,93
2,15,97
2,15,93
2,15,90
2,15,107
2,15,90
2,15,114
2,15,102
2,15,95
2,15,92
2,15,116
2,15,104
2,15,79
2,15,98
2,15,87
2,15,108
2,15,95
2,15,87
2,15,87
2,15,82
2,15,94
2,15,89
2,15,106
2,15,92
2,15,97
2,15,94
2,15,110
2,15,93
2,15,107
2,15,96
2,15,101
2,15,82
2,15,96
2,15,106
2,15,95
2,15,99
2,15,95
2,15,92
2,15,98
2,15,95
2,15,99
2,15,101
2,15,106
2,15,112
2,15,86
2,15,102
2,15,118
2,15,94
2,15,100
2,15,95
2,15,92
2,15,99
2,15,76
2,15,96
2,15,103
2,15,103
2,15,99
2,15,99
2,15,96
2,15,102
2,15,74
2,15,114
2,15,101
2,15,101
2,15,92
2,15,87
2,15,95
2,15,92
2,15,87
2,15,97
2,15,105
2,15,95
2,15,92
2,15,97
2,15,98
2,15,109
2,15,86
2,15,94
2,15,91
2,15,91
2,15,113
2,15,91
2,20,122
2,20,120
2,20,125
2,20,127
2,20,133
2,20,132
2,20,127
2,20,135
2,20,121
2,20,142
2,20,110
2,20,117
2,20,115
2,20,127
2,20,130
2,20,118
2,20,138
2,20,108
2,20,146
2,20,112
2,20,133
2,20,115
2,20,106
2,20,118
2,20,141
2,20,115
2,20,125
2,20,116
2,20,109
2,20,125
2,20,116
2,20,120
2,20,132
2,20,117
2,20,129
2,20,120
2,20,125
2,20,146
2,20,131
2,20,131
2,20,117
2,20,121
2,20,134
2,20,113
2,20,138
2,20,129
2,20,135
2,20,140
2,20,125
2,20,122
2,20,111
2,20,124
2,20,107
2,20,118
2,20,135
2,20,115
2,20,123
2,20,142
2,20,131
2,20,115
2,20,121
2,20,136
2,20,112
2,20,124
2,20,124
2,20,141
2,20,120
2,20,129
2,20,125
2,20,120
2,20,139
2,20,138
2,20,133
2,20,143
2,20,125
2,20,120
2,20,115
2,20,126
2,20,118
2,20,129
2,20,144
2,20,106
2,20,133
2,20,117
2,20,127
2,20,132
2,20,155
