step,m,time
1,5,16
1,5,13
1,5,15
1,5,13
1,5,47
1,5,48
1,5,45
1,5,34
1,5,25
1,5,22
1,5,16
1,5,17
1,5,17
1,5,17
1,5,18
1,5,16
1,5,17
1,5,14
1,5,12
1,5,13
1,5,16
1,5,13
1,5,12
1,5,12
1,5,15
1,5,16
1,5,13
1,5,14
1,5,13
1,5,11
1,5,16
1,5,16
1,5,16
1,5,14
1,5,14
1,5,15
1,5,14
1,5,9
1,5,14
1,5,14
1,5,14
1,5,14
1,5,14
1,5,17
1,5,15
1,5,14
1,5,13
1,5,14
1,5,11
1,5,23
1,5,13
1,5,11
1,5,13
1,5,13
1,5,14
1,5,12
1,5,13
1,5,14
1,5,15
1,5,13
1,5,13
1,5,14
1,5,14
1,5,13
1,5,15
1,5,13
1,5,15
1,5,16
1,5,14
1,5,13
1,5,14
1,5,11
1,5,20
1,5,13
1,5,8
1,5,13
1,5,14
1,5,15
1,5,12
1,5,14
1,5,14
1,5,15
1,5,13
1,5,14
1,5,13
1,5,13
1,5,34
1,5,15
1,5,15
1,5,13
1,5,14
1,5,14
1,5,12
1,5,13
1,5,14
1,5,14
1,5,15
1,5,14
1,5,13
1,5,13
1,10,23
1,10,50
1,10,21
1,10,21
1,10,25
1,10,29
1,10,27
1,10,24
1,10,26
1,10,25
1,10,55
1,10,22
1,10,26
1,10,18
1,10,26
1,10,22
1,10,22
1,10,27
1,10,29
1,10,26
1,10,26
1,10,26
1,10,28
1,10,28
1,10,27
1,10,28
1,10,26
1,10,25
1,10,26
1,10,28
1,10,22
1,10,28
1,10,27
1,10,27
1,10,23
1,10,28
1,10,25
1,10,21
1,10,23
1,10,22
1,10,27
1,10,24
1,10,21
1,10,24
1,10,23
1,10,25
1,10,20
1,10,22
1,10,25
1,10,26
1,10,23
1,10,22
1,10,24
1,10,24
1,10,25
1,10,46
1,10,23
1,10,24
1,10,27
1,10,27
1,10,21
1,10,23
1,10,24
1,10,25
1,10,22
1,10,26
1,10,26
1,10,25
1,10,42
1,10,24
1,10,24
1,10,45
1,10,21
1,10,22
1,10,44
1,10,24
1,10,23
1,10,25
1,10,22
1,10,25
1,10,43
1,10,20
1,10,22
1,10,27
1,10,23
1,10,22
1,10,47
1,10,24
1,10,25
1,10,25
1,10,23
1,10,24
1,10,22
1,10,23
1,10,24
1,10,52
1,10,23
1,10,26
1,10,46
1,10,22
1,15,30
1,15,31
1,15,35
1,15,32
1,15,33
1,15,32
1,15,30
1,15,31
1,15,33
1,15,46
1,15,28
1,15,39
1,15,34
1,15,84
1,15,69
1,15,54
1,15,43
1,15,37
1,15,40
1,15,33
1,15,35
1,15,54
1,15,33
1,15,28
1,15,32
1,15,36
1,15,45
1,15,31
1,15,31
1,15,33
1,15,35
1,15,31
1,15,38
1,15,31
1,15,31
1,15,43
1,15,31
1,15,34
1,15,44
1,15,34
1,15,30
1,15,26
1,15,36
1,15,31
1,15,66
1,15,33
1,15,28
1,15,29
1,15,34
1,15,30
1,15,33
1,15,33
1,15,36
1,15,30
1,15,50
1,15,33
1,15,33
1,15,31
1,15,37
1,15,28
1,15,30
1,15,33
1,15,26
1,15,34
1,15,33
1,15,25
1,15,33
1,15,27
1,15,33
1,15,31
1,15,30
1,15,34
1,15,33
1,15,34
1,15,30
1,15,29
1,15,31
1,15,27
1,15,28
1,15,30
1,15,31
1,15,28
1,15,30
1,15,25
1,15,50
1,15,37
1,15,32
1,15,26
1,15,56
1,15,32
1,15,33
1,15,35
1,15,52
1,15,34
1,15,30
1,15,54
1,15,26
